sep=,
To: 2020-06-26,From: 2020-03-28,Daterange: 2020-05-27 – 2020-06-26,Ext_id: 1211118856
Date,AppID,AppName,Country,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Notes,Likes,Dislikes,Link,Permalink,AF Link
"2020-05-16 23:39:56","1211118856","Parchisi STAR","es","1.38","esto es una miersa de juego","1","Una kk","Osea si te salen tres repetidas ahora te manda a tu casa la que va mas avanzada, últimamente salen 3 dados iguales todo el rato. No te deja ponerte en el salvado si el oponente está contigo. Ha perdido MUCHO MUCHO MUCHO.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954922496","https://appfollow.io/app/364011/review/217429236","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217429236"
"2020-05-16 23:27:57","1211118856","Parchisi STAR","us","1.38","Lanz_moreno","5","Excelente juego","💪🏻💪🏻💪🏻",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954890486","https://appfollow.io/app/364011/review/213698594","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=213698594"
"2020-05-16 23:27:29","1211118856","Parchisi STAR","es","1.38","sssergioo","1","La aplicación funciona mal.","Realiza juegos imposibles. Se bloquea. Por unos instantes hay fichas que desaparecen...",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954889213","https://appfollow.io/app/364011/review/217429235","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217429235"
"2020-05-16 23:24:48","1211118856","Parchisi STAR","es","1.38","simon no te olvido","1","Me siento estafada","No es normal q mi hermana q es mas tonta que una piedra con síndrome gane siempre con unos numeracos y yo no paso del 1 y el 2 , lo único bueno es que se puede hacer amigos como Simón Zuluaga, un gran amigo mío q compartimos la afición de hackear",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954882018","https://appfollow.io/app/364011/review/217429234","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217429234"
"2020-05-16 23:10:16","1211118856","Parchisi STAR","us","1.38","redaadraoui","5","Hhhhhhhhh","M",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954842725","https://appfollow.io/app/364011/review/217417652","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217417652"
"2020-05-16 22:48:12","1211118856","Parchisi STAR","us","1.38","nolocbrojodete","1","Trash game","This game is trash that’s it don’t play it",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954784817","https://appfollow.io/app/364011/review/217417651","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217417651"
"2020-05-16 21:07:45","1211118856","Parchisi STAR","es","1.38","Judittttttttttttttt","1","PÉSIMO","No os la descarguéis son unos estafadores",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954519578","https://appfollow.io/app/364011/review/217419442","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217419442"
"2020-05-16 20:04:20","1211118856","Parchisi STAR","es","1.38","elmundodeedu","1","Asco","Pierdo todo el rato",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954342752","https://appfollow.io/app/364011/review/217419441","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217419441"
"2020-05-16 19:45:17","1211118856","Parchisi STAR","es","1.38","Gerard hejdiskwbd","1","Falso","El Juego decide quien gana . Simpre salen numeros exactos para que te maten , anque estes lejos. No puede ser que en una misma partida le salga 4 veces un  6 y 6",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954287052","https://appfollow.io/app/364011/review/217419440","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217419440"
"2020-05-16 19:40:01","1211118856","Parchisi STAR","us","1.38","ParchisHero","4","Absurdo seguir jugando","Solo pude probar el nivel de manipulación de los algoritmos con los que arrojan los dados los números, apostando 50K nunca vas a experimentar que justo tu rival te coma y pase ileso, que casualmente saque el número y gane l partida, creo que la gran mayoría lo ha experimentado, deberían hacer lo posible por dejar completamente al azar, entiendo qué hay mucha gente jugando y que además si los jugadores se demoran este “antiprobabilístico” suceso se marque más. // hoy veo que mejoró",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5954271253","https://appfollow.io/app/364011/review/215921436","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=215921436"
"2020-05-16 16:37:47","1211118856","Parchisi STAR","es","1.38","coroko111","1","El juego más falso y trucado de la historia","Antes de acabar una partida el juego ya ha decidido quien gana y quien pierde. Salen los dados exactos para que te coman todas las fichas. Puedes ir ganando con todas las fichas en la meta, pero como el juego quiera te gana el otro. No he visto un juego más falso en la vida",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953696989","https://appfollow.io/app/364011/review/217402159","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217402159"
"2020-05-16 16:11:56","1211118856","Parchisi STAR","es","1.38","Apio8","1","Lo PEOR","Es la peor App que he tenido nunca en mi movil. Totalmente amañado para que cualquier jugador pueda ganar aunque no sepa jugar, y asi retroalimentar el juego y que la gente siga enganchada y en muchos casos, gastando dinero en la app para conseguir monedas y demas chorradas. Si te consideras un jugador que quiere ganar por meritos propios y no estar vendido a la inteigencia artificial del juego, NO lo descargues, sólo conseguiras frustrarte.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953610588","https://appfollow.io/app/364011/review/217402158","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217402158"
"2020-05-16 15:51:25","1211118856","Parchisi STAR","us","1.38","Tttnnn219","5","Excelente juego entretenido gracioso","Facil",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953539785","https://appfollow.io/app/364011/review/217402157","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217402157"
"2020-05-16 15:30:58","1211118856","Parchisi STAR","es","1.38","desbarate","1","Basura","Una basura de app, mueve lo que le apetece en cada momento jamas salen los dados que necesitas",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953468676","https://appfollow.io/app/364011/review/215391854","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=215391854"
"2020-05-16 15:14:21","1211118856","Parchisi STAR","us","1.38","Ozzy££€^%","1","Fix","They really need to fix this game , it plays in favor of the team or person with the highest level , and not only that i lose doubles all the time that for some mystery reason i’m unable to play when there’s no blockades in front of me. This game is suppose to be about strategy and of course competing but this is not the way. You’re better off buying a real parcheesi board. Trust me !!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953409890","https://appfollow.io/app/364011/review/217377770","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377770"
"2020-05-16 15:09:42","1211118856","Parchisi STAR","es","1.38","Jous360","1","Al final se vuelve desesperante y aburrido","Juego totalmente amañado, solo hay que ver los comentarios de la gente, y ver qué todos estamos de acuerdo en lo mismo, un juego que podría ser muy entretenido, se acaba convirtiendo en una basura.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953393749","https://appfollow.io/app/364011/review/217377761","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377761"
"2020-05-16 14:54:09","1211118856","Parchisi STAR","es","1.38","rayan172202","1","Imposible","Un juego estupido, que una vez estás en tu rampa te gana cualquiera saliendo desde su casa, poco creíble y hace jugadas de verdaderos malabares, sería mas aceptable y jugable si fuera mas real",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953335928","https://appfollow.io/app/364011/review/217377760","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377760"
"2020-05-16 14:22:56","1211118856","Parchisi STAR","us","1.38","Valentino-5","1","It is NOT FREE to play","After 3 plays you need to buy tokens. NOT THANK YOU! BYE!",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953221407","https://appfollow.io/app/364011/review/217377769","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377769"
"2020-05-16 14:14:45","1211118856","Parchisi STAR","us","1.38","Kyglenise","3","It could be more fun if...","If we had some incentive to get new dice. I’ve played sooooo many games and still only unlocked the bamboo dice. It should be easier to get rare dice if we meet certain achievements. Like if we beat someone in one on one in less than this amount of moves or time then we get this die and so on. Just gets boring and I don’t want to pay to get new tokens, boards and dice.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953192170","https://appfollow.io/app/364011/review/217377768","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377768"
"2020-05-16 14:07:17","1211118856","Parchisi STAR","es","1.38","kikuu4","1","Timo","Es un asco de juego. Los dados están trucados y a la que se acerca una ficha sale exacto para comerla. Un asco de app. Me la he borrado por inútil.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953165388","https://appfollow.io/app/364011/review/217377759","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377759"
"2020-05-16 13:41:39","1211118856","Parchisi STAR","es","1.38","Guareblue","1","Penoso y desesperante","Es de todo menos un juego de azar. El juego hace jugadas imposibles una y otra vez, pierde toda la gracia del juego de azar y pensar. Es penoso...",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5953074523","https://appfollow.io/app/364011/review/217377758","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377758"
"2020-05-16 12:12:12","1211118856","Parchisi STAR","es","1.38","babelanhedonia","5","10","Relaja mucho",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5952776284","https://appfollow.io/app/364011/review/217377757","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377757"
"2020-05-16 12:11:39","1211118856","Parchisi STAR","es","1.38","asco de juego🤮","1","Es un asco de juego🤢🤮","Cuando vas a ganar y a tu rival le falta mucho punto para entrar les salen dobles y te ganan yo esperando un uno y le salió el uno a mi rival que le faltaba una vuelta entera",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5952774570","https://appfollow.io/app/364011/review/217377756","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377756"
"2020-05-16 11:17:19","1211118856","Parchisi STAR","es","1.38","maricarmennnnn1234123","5","LA HOSTIA","Es el mejor juego del mundo, menudas palizas meto🙂😍😍😍",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5952610195","https://appfollow.io/app/364011/review/217377755","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217377755"
"2020-05-16 09:35:54","1211118856","Parchisi STAR","es","1.38","IIIIEstrellas","4","Si pero NO","El juego es entretenido y obviamente es para que la gente que sabe contar y que momento mover cada ficha! Es para la gente ágil y con mucha paciencia. 
LO QUE NO ME PARECE ES QUE CADA VEZ QUE TIRAS DOBLE 3 VECES TE PENALIZAN, eso no es mi culpa es de ustedes por no hacer las cosas bien por favor intentar hacer algo para que no penalicen a nadie y todo bien.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5952331960","https://appfollow.io/app/364011/review/217366265","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217366265"
"2020-05-16 08:52:11","1211118856","Parchisi STAR","es","1.38","Scoobydoo pa pa","1","Es falso este juego si quiere que ganes ganas","Si el juego quieres que ganes ganas si no no,1 ficha solo faltaba meter y el otro con 3 afuera y Ganó el, que falso este juego",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5952211472","https://appfollow.io/app/364011/review/214784655","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=214784655"
"2020-05-16 07:36:18","1211118856","Parchisi STAR","us","1.38","willow1605","1","Pura porquería","El juego es una basura! Sus reglas y la programación de los dados es una porquería, debería darles vergüenza tener un juego asi",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5951994570","https://appfollow.io/app/364011/review/217366266","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217366266"
"2020-05-16 05:57:54","1211118856","Parchisi STAR","us","1.38","canda1213","1","Fix it!!!!!","Good game but you guys manage to messed that up , it’s rigged , it’s not fun",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5951731265","https://appfollow.io/app/364011/review/217325071","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217325071"
"2020-05-16 04:56:39","1211118856","Parchisi STAR","us","1.38","Ryrichar","3","Get rid of re-rolls","People who pay for reroll money use it constantly to cheat in the game and it’s impossible to win",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5951567841","https://appfollow.io/app/364011/review/217325070","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217325070"
"2020-05-16 03:21:23","1211118856","Parchisi STAR","es","1.38","Nurrsc9","1","Está trucado","A mi no me jodas esto está trucado me he currado una partida que en tu vida y luego recorre medio tablero y entra? Venga hombre va a jugar tú Putamadre",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5951301527","https://appfollow.io/app/364011/review/217331233","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217331233"
"2020-05-16 01:39:38","1211118856","Parchisi STAR","es","1.38","LauraaMelian","5","LO MEJOR","😎👌🏼",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950985327","https://appfollow.io/app/364011/review/217304734","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217304734"
"2020-05-16 00:55:27","1211118856","Parchisi STAR","us","1.38","Krisy2606","5","It’s a great game","👍🏻",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950844307","https://appfollow.io/app/364011/review/217322856","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217322856"
"2020-05-16 00:10:44","1211118856","Parchisi STAR","es","1.38","pablovzqz_","5","Lo mejor de lo mejor","2020, corona, y hasta aquí la reseña.
Gracias 😅",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950706556","https://appfollow.io/app/364011/review/217304733","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217304733"
"2020-05-15 23:46:02","1211118856","Parchisi STAR","es","1.38","el juego no es nivelado","1","Juego no nivelado","Una persona que se lleva toda la partida jugando bien llega con tres fichas y aun ayudándome mi amigo no hemos llegado con una ficha el juego ha hecho el juego lo posible para que perdamos y hemos salido 6 veces y 6 veces nos han comido",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950631624","https://appfollow.io/app/364011/review/217304732","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217304732"
"2020-05-15 23:30:56","1211118856","Parchisi STAR","es","1.38","starlord🔥","1","XD","es un completo cancer de app, deberia estar borrada del planeta de hace años",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950586054","https://appfollow.io/app/364011/review/217304731","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217304731"
"2020-05-15 23:02:11","1211118856","Parchisi STAR","es","1.38","napoleonru","1","Gana siempre mario","Por qué gana siempre Mario? Es q no lo entiendo",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950500146","https://appfollow.io/app/364011/review/217300643","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217300643"
"2020-05-15 22:59:01","1211118856","Parchisi STAR","es","1.38","Cessarff","1","No te deja jugar por ti mismo","El juego tiene reglas que aplica y desaplica como el quiera y a los jugadores que quiere ... al final viene bien para jugar dos o tres veces pero nada más",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950491053","https://appfollow.io/app/364011/review/217300642","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217300642"
"2020-05-15 22:38:21","1211118856","Parchisi STAR","es","1.38","iiiimssa","1","Se ralla","Se me ha rallado, no me deja entrar con Facebook y no me deja entrar a mi cuenta antigua",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950434006","https://appfollow.io/app/364011/review/217300641","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217300641"
"2020-05-15 21:50:18","1211118856","Parchisi STAR","es","1.38","mostniet","1","Esta trucado","Siempre pierdes cundo juegas con gente por encima de tú nivel.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950298933","https://appfollow.io/app/364011/review/217300640","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217300640"
"2020-05-15 21:48:40","1211118856","Parchisi STAR","es","1.38","Gabriella Rossa","1","Mmguevose to","Su maldita madre toito eta mielda ta truka uno sin cuarto oh",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950294308","https://appfollow.io/app/364011/review/217300639","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217300639"
"2020-05-15 21:26:50","1211118856","Parchisi STAR","us","1.38","onethh sludv awrn","1","It is so bad","It is the worst game. It is very unfair",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950230194","https://appfollow.io/app/364011/review/217293354","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217293354"
"2020-05-15 20:41:46","1211118856","Parchisi STAR","us","1.38","DRwarrior","3","Good game but you can tell it’s a computer","This game it’s much of a system. It does a lot of triple doble and on real life it’s hard to see that happening and you can tell when the system wants somebody to loose or win. Crazy but true but game it’s very good can’t complain.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950104495","https://appfollow.io/app/364011/review/217293353","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217293353"
"2020-05-15 20:13:38","1211118856","Parchisi STAR","us","1.38","porqueriaaaaa","1","Ni una estrella","Yo había visto cosas porquerías, pero esto? Neh otro level🤬20 movimientos cuando se comen al otro? Vete pal, una estrella le voy a poner por lo porqueria",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5950028335","https://appfollow.io/app/364011/review/217293352","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217293352"
"2020-05-15 19:36:46","1211118856","Parchisi STAR","us","1.38","sgt11271","1","Unfair games","If you don’t belong to Facebook, just a guest you, your chances of winning are slim to none. The computer refuses to let a guest win. It is very frustrating. I don’t belong to Facebook but would like to play a fair game. Maybe the the programmers can make fair adjustments. All these negative reviews can’t e good",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949923705","https://appfollow.io/app/364011/review/217293351","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217293351"
"2020-05-15 18:55:20","1211118856","Parchisi STAR","es","1.38","alfoalepuz","1","Estafa virtual","Este juego es una pesadilla, siempre va en la contra de uno. No da opción a juego. He reventado el móvil contra el suelo por su culpa. ESTAFADORES",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949803985","https://appfollow.io/app/364011/review/217276439","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217276439"
"2020-05-15 18:29:18","1211118856","Parchisi STAR","es","1.38","Apodo inutilizado","1","Fallos recurrentes","Falla bastante a veces te mueve fichas rararmente y va muy lento, además de que no es un juego de azar ya que si cometes un error la aplicación te penaliza con dados malísimos y al contrincante tiradas inprobablemente bueenas",,,,,,,,,"1",,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949725669","https://appfollow.io/app/364011/review/214784649","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=214784649"
"2020-05-15 17:51:41","1211118856","Parchisi STAR","us","1.38","skdjbddb","1","No sirve","Este maldito juego genera violencia",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949609766","https://appfollow.io/app/364011/review/217281705","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217281705"
"2020-05-15 17:43:15","1211118856","Parchisi STAR","es","1.38","mmgvoBbQ","1","TOY HARTA","A LA OTRA PERSONA CON LA QUE YO JUEGO LE TOCAN NUMEROS ALTOS Y AMI DIQUE 1 y 2 Y CUANDO ME VIENEN A TOCAR DOBLES ME VIENEN A TOCAR TRES FUCKING DOBLES Y ME DEVUELVEN LA FICHA PA MI CASA.
Y SI YO SALGO DE MI CASA Y PUEDO MATAR A LA FICHA DEL OTRO NO ME SAQUEN NINGUNA MALDITA FICHA DEL DIABLO QUE YO NO LES EH DICHO A USTEDES QUE QUIERO SACA FICHA!!!!!!
DIQUE UN JUEGO PA ENTRETENERSE Y CUANDO YO ENTRO AHÍ PARECE QUE ES EL DIABLO QUE SE ME METE QUE NA’ MA EH PA COJE RABIA QUE SIRVE ESE JUEGO.",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949582576","https://appfollow.io/app/364011/review/217276436","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217276436"
"2020-05-15 17:38:20","1211118856","Parchisi STAR","es","1.38","Marío del Montequemao","1","Timo","El juego está trucado",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949566875","https://appfollow.io/app/364011/review/217276435","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217276435"
"2020-05-15 17:22:12","1211118856","Parchisi STAR","us","1.38","elduro96","4","Duro","Me gusta mucho este juego",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949514719","https://appfollow.io/app/364011/review/217281704","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217281704"
"2020-05-15 17:19:04","1211118856","Parchisi STAR","es","1.38","kskskskskkskskksks","1","Malísimo","Faltando 30 para comerte saca doble y le salen 30 una linda m i e r d a de juego",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949504465","https://appfollow.io/app/364011/review/217276434","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217276434"
"2020-05-15 17:15:57","1211118856","Parchisi STAR","es","1.37","A.J!G","5","Me encanta","Engancha y entretenido pero siempre jugar con tu pareja si no se mosquea ...",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949493838","https://appfollow.io/app/364011/review/217276433","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217276433"
"2020-05-15 15:29:21","1211118856","Parchisi STAR","es","1.38","jesus ortega jimenez","1","Basura","Estoy hasta la coones del pt juego que pasa que siempre tienen que ganar las niñas o que? Así será de buitre el creador más dolor te dieran así estuvieras 3 dias en el water hijo de pt tú pt madre",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949117432","https://appfollow.io/app/364011/review/216404779","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=216404779"
"2020-05-15 15:28:54","1211118856","Parchisi STAR","us","1.38","lugoyfñittclitxu","5","El final","Él juego del estrés",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949115813","https://appfollow.io/app/364011/review/217281703","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217281703"
"2020-05-15 15:11:23","1211118856","Parchisi STAR","es","1.38","martita246542","1","No es segura la app","Demasiados hackers",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5949051610","https://appfollow.io/app/364011/review/217097616","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217097616"
"2020-05-15 14:40:14","1211118856","Parchisi STAR","es","1.37","salmaymay","5","Salmayc","Me encanta",,,,,,,,,,,"https://itunesconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/1211118856/activity/ios/ratingsResponses?reviewId=5948934981","https://appfollow.io/app/364011/review/217097615","https://watch.appfollow.io/apps/untitled-collection/reviews/343530?review_id=217097615"
